time,CMP3
2016-12-19,214.32
2016-12-20,215.31
2016-12-21,214.93
2016-12-22,215.27
2016-12-23,214.97
2016-12-27,215.35
2016-12-28,215.89
2016-12-29,215.53
2016-12-30,216.07
2017-01-02,217.58
2017-01-03,218.49
2017-01-04,217.69
2017-01-05,217.95
2017-01-06,218.4
2017-01-09,216.79
2017-01-10,217.6
2017-01-11,218.42
2017-01-12,218.15
2017-01-13,218.62
2017-01-16,217.86
2017-01-17,217.35
2017-01-18,216.91
2017-01-19,217.72
2017-01-20,217.41
2017-01-23,216.91
2017-01-24,216.48
2017-01-25,219.38
2017-01-26,220.64
2017-01-27,220.34
2017-01-30,218.72
2017-01-31,218.15
2017-02-01,219.26
2017-02-02,218.55
2017-02-03,219.92
2017-02-06,218.07
2017-02-07,219.57
2017-02-08,219.17
2017-02-09,220.15
2017-02-10,220.74
2017-02-13,222.66
2017-02-14,222.34
2017-02-15,223
2017-02-16,223.41
2017-02-17,221.43
2017-02-20,222.63
2017-02-21,223.73
2017-02-22,223.91
2017-02-23,224.2
2017-02-24,220.46
2017-02-27,220.7
2017-02-28,221.63
2017-03-01,224.94
2017-03-02,226.09
2017-03-03,224.76
2017-03-06,224.37
2017-03-07,224.05
2017-03-08,224.2
2017-03-09,224.15
2017-03-10,225.83
2017-03-13,226.22
2017-03-14,225.13
2017-03-15,225.6
2017-03-16,227.11
2017-03-17,227.25
2017-03-20,227.35
2017-03-21,227.68
2017-03-22,224.09
2017-03-23,225.22
2017-03-24,226.08
2017-03-27,224.53
2017-03-28,225.97
2017-03-30,228.38
2017-03-31,229.45
2017-04-03,230.66
2017-04-04,228.91
2017-04-05,229.76
2017-04-06,229.57
2017-04-07,229.26
2017-04-10,230.09
2017-04-11,231.01
2017-04-12,231.14
2017-04-13,230.57
2017-04-18,228.33
2017-04-19,228.8
2017-04-20,228.86
2017-04-21,229.73
2017-04-24,233.57
2017-04-25,234.97
2017-04-26,235.64
2017-04-27,236.43
2017-04-28,236.32
2017-05-02,237.18
2017-05-03,238.24
2017-05-04,239.43
2017-05-05,241.12
2017-05-08,241
2017-05-09,242.4
2017-05-10,241.96
2017-05-11,242.07
2017-05-12,241
2017-05-15,241.02
2017-05-16,241.24
2017-05-17,240.04
2017-05-18,236.11
2017-05-19,238.53
2017-05-22,237.94
2017-05-23,238.72
2017-05-24,239.01
2017-05-25,239.08
2017-05-26,238.23
2017-05-29,238.03
2017-05-30,237.92
2017-05-31,238.79
2017-06-01,238.5
2017-06-02,240.11
2017-06-05,239.49
2017-06-06,237.7
2017-06-07,239.06
2017-06-08,238.26
2017-06-09,238.5
2017-06-12,237.4
2017-06-13,238.71
2017-06-14,240.49
2017-06-15,236.47
2017-06-16,238.41
2017-06-19,240.63
2017-06-20,240.28
2017-06-21,238.99
2017-06-22,238.51
2017-06-23,237.96
2017-06-26,239.08
2017-06-27,236.97
2017-06-28,235.91
2017-06-29,234.45
2017-06-30,232.76
2017-07-03,233.8
2017-07-04,234.61
2017-07-05,235.14
2017-07-06,233.1
2017-07-07,233.27
2017-07-10,234.19
2017-07-11,233.36
2017-07-12,235.38
2017-07-13,236.99
2017-07-14,237.67
2017-07-17,238.51
2017-07-18,235.98
2017-07-19,236.95
2017-07-20,238.04
2017-07-21,234.9
2017-07-24,233.22
2017-07-25,234.41
2017-07-26,235.26
2017-07-27,234.66
2017-07-28,231.86
2017-07-31,231.9
2017-08-01,231.98
2017-08-02,231.44
2017-08-03,230.46
2017-08-04,230.93
2017-08-07,230.82
2017-08-08,230.14
2017-08-09,228.88
2017-08-10,228.76
2017-08-11,226.41
2017-08-14,228.47
2017-08-15,229.58
2017-08-16,230.85
2017-08-17,230.53
2017-08-18,227.82
2017-08-21,227.35
2017-08-22,228.26
2017-08-23,227.98
2017-08-24,228.84
2017-08-25,228.68
2017-08-28,227.4
2017-08-29,223.48
2017-08-30,225.71
2017-08-31,227.45
2017-09-01,228.64
2017-09-04,227.73
2017-09-05,228.07
2017-09-06,228.04
2017-09-07,228.53
2017-09-08,228.91
2017-09-11,231.09
2017-09-12,232.53
2017-09-13,232.24
2017-09-14,233.17
2017-09-15,233.05
2017-09-18,233.88
2017-09-19,233.79
2017-09-20,234.15
2017-09-21,234.81
2017-09-22,234.87
2017-09-25,235.57
2017-09-26,235.59
2017-09-27,236.71
2017-09-28,237.13
2017-09-29,237.89
2017-10-02,239.11
2017-10-03,239.83
2017-10-04,240.46
2017-10-05,240.27
2017-10-06,240.02
2017-10-09,240.32
2017-10-10,240.68
2017-10-11,239.46
2017-10-12,239.44
2017-10-13,240.34
2017-10-16,240.11
2017-10-18,240.13
2017-10-19,238.47
2017-10-20,239.11
2017-10-23,239.92
2017-10-24,239.27
2017-10-25,239.43
2017-10-26,238.48
2017-10-27,241.07
2017-10-30,241.55
2017-10-31,241.61
2017-11-01,243.59
2017-11-02,241.8
2017-11-03,241.8
2017-11-06,242.34
2017-11-07,242.18
2017-11-08,241.04
2017-11-09,238.03
2017-11-10,235.2
2017-11-13,231.45
2017-11-14,230.51
2017-11-15,228.89
2017-11-16,232.03
2017-11-17,231.72
2017-11-20,232.98
2017-11-21,234.55
2017-11-22,235.18
2017-11-23,233.77
2017-11-24,233.44
2017-11-27,232.5
2017-11-28,233.22
2017-11-29,235.75
2017-11-30,234.97
2017-12-01,233.08
2017-12-04,234.12
2017-12-05,233.09
2017-12-06,232.63
2017-12-07,233.06
2017-12-08,236.59
2017-12-11,236.01
2017-12-12,236.09
2017-12-13,235.78
2017-12-14,234.84
2017-12-15,233.03
2017-12-18,236.15
2017-12-19,236
2017-12-20,234.93
2017-12-21,233.83
2017-12-22,234.46
2017-12-27,234.68
2017-12-28,234.87
2017-12-29,234.52
2018-01-02,233.15
2018-01-03,234.84
2018-01-04,237.14
2018-01-05,239.38
2018-01-08,241.1
2018-01-09,242.02
2018-01-10,240.62
2018-01-11,239.72
2018-01-12,240.84
2018-01-15,241.37
2018-01-16,242.61
2018-01-17,242.18
2018-01-18,241.46
2018-01-19,243.5
2018-01-22,245.6
2018-01-23,247.13
2018-01-24,246.56
2018-01-25,244.93
2018-01-26,245.6
2018-01-29,245.47
2018-01-30,243.61
2018-01-31,242.44
2018-02-01,241.1
2018-02-02,238.69
2018-02-05,234.29
2018-02-06,228.79
2018-02-07,231.83
2018-02-08,232.36
2018-02-09,227.88
2018-02-12,229.51
2018-02-13,228.57
2018-02-14,228.27
2018-02-15,232.52
2018-02-16,233.66
2018-02-19,233.48
2018-02-20,233.22
2018-02-21,233.25
2018-02-22,233.46
2018-02-23,234.71
2018-02-26,235.85
2018-02-27,234.92
2018-02-28,234.31
2018-03-01,230.91
2018-03-02,226.32
2018-03-05,225.67
2018-03-06,228.59
2018-03-07,227.64
2018-03-08,229.36
2018-03-09,232.15
2018-03-12,232.59
2018-03-13,231.88
2018-03-14,231.58
2018-03-15,231.55
2018-03-16,232.55
2018-03-19,231.34
2018-03-20,230.06
2018-03-21,229.93
2018-03-22,227.26
2018-03-23,225.72
2018-03-26,225.76
2018-03-27,226.5
2018-03-28,225.28
2018-03-29,227.27
2018-04-03,226.94
2018-04-04,223.9
2018-04-05,229.27
2018-04-06,230.13
2018-04-09,229.94
2018-04-10,231.36
2018-04-11,230.07
2018-04-12,231.45
2018-04-13,233.22
2018-04-16,232.34
2018-04-17,233.09
2018-04-18,233.18
2018-04-19,233.67
2018-04-20,233.06
2018-04-23,233.27
2018-04-24,233.44
2018-04-25,230.86
2018-04-26,232.12
2018-04-27,234.38
2018-04-30,234.7
2018-05-02,235.95
2018-05-03,235.05
2018-05-04,234.73
2018-05-07,236.85
2018-05-08,237.39
2018-05-09,238.83
2018-05-10,239.32
2018-05-11,240.29
2018-05-14,239.72
2018-05-15,239.83
2018-05-16,240.66
2018-05-17,241.68
2018-05-18,242.02
2018-05-21,243.24
2018-05-22,243.94
2018-05-23,241.98
2018-05-24,241.93
2018-05-25,241.39
2018-05-28,240.32
2018-05-29,237.56
2018-05-30,237.12
2018-05-31,239.01
2018-06-01,240.25
2018-06-04,240.32
2018-06-05,240.55
2018-06-06,239.16
2018-06-07,239.21
2018-06-08,238.61
2018-06-11,239.22
2018-06-12,240.02
2018-06-13,240.18
2018-06-14,241.34
2018-06-15,241.31
2018-06-18,238.37
2018-06-19,236.92
2018-06-20,238.19
2018-06-21,236.02
2018-06-22,236.97
2018-06-25,234.11
2018-06-26,232.37
2018-06-27,233.51
2018-06-28,230.84
2018-06-29,232.74
2018-07-02,231.08
2018-07-03,233.9
2018-07-04,233.33
2018-07-05,233.83
2018-07-06,232.62
2018-07-09,234.58
2018-07-10,235.96
2018-07-11,232.95
2018-07-12,234.32
2018-07-13,235.19
2018-07-16,235.12
2018-07-17,234.19
2018-07-18,236.86
2018-07-19,236.33
2018-07-20,233.82
2018-07-23,234.71
2018-07-24,236.65
2018-07-25,235.56
2018-07-26,236.49
2018-07-27,238.79
2018-07-30,238.46
2018-07-31,238.37
2018-08-01,237.88
2018-08-02,235.08
2018-08-03,235.98
2018-08-06,235.69
2018-08-07,237.32
2018-08-08,236.75
2018-08-09,237.32
2018-08-10,234.93
2018-08-13,234.46
2018-08-14,234.69
2018-08-15,232.3
2018-08-16,232.15
2018-08-17,231.74
2018-08-20,234.48
2018-08-21,235.56
2018-08-22,234.63
2018-08-23,235.27
2018-08-24,234.93
2018-08-27,235.62
2018-08-28,236.71
2018-08-29,235.87
2018-08-30,235.03
2018-08-31,233.44
2018-09-03,232.78
2018-09-04,231.38
2018-09-05,230.68
2018-09-06,230.09
2018-09-07,228.24
2018-09-10,230.69
2018-09-11,229.01
2018-09-12,230.3
2018-09-13,231.7
2018-09-14,231.21
2018-09-17,231.17
2018-09-18,231.78
2018-09-19,232.3
2018-09-20,235.03
2018-09-21,235.52
2018-09-24,234.74
2018-09-25,235.18
2018-09-26,234.88
2018-09-27,236.07
2018-09-28,234.17
2018-10-01,234.59
2018-10-02,232.2
2018-10-03,234.12
2018-10-04,232.23
2018-10-05,229.58
2018-10-08,226.58
2018-10-09,225.38
2018-10-10,225.41
2018-10-11,220.78
2018-10-12,220.68
2018-10-15,219.16
2018-10-16,222.62
2018-10-17,222.76
2018-10-18,221.43
2018-10-19,218.24
2018-10-22,218.5
2018-10-23,214.43
2018-10-24,215.25
2018-10-25,212.39
2018-10-26,211.99
2018-10-29,215.08
2018-10-30,213.55
2018-10-31,218.17
2018-11-01,219.61
2018-11-02,223.23
2018-11-05,221.65
2018-11-06,219.59
2018-11-07,220.89
2018-11-09,220.51
2018-11-12,218.68
2018-11-13,217.79
2018-11-14,219.96
2018-11-15,216.58
2018-11-16,214.87
2018-11-19,215.16
2018-11-20,210.42
2018-11-21,212.84
2018-11-22,212.82
2018-11-23,212.29
2018-11-26,215.53
2018-11-27,215.64
2018-11-28,216.52
2018-11-29,216.76
2018-11-30,215.65
2018-12-03,218.58
2018-12-04,216.94
2018-12-05,213.89
2018-12-06,207.3
2018-12-07,209.1
2018-12-10,205.73
2018-12-11,208.66
2018-12-12,210.49
2018-12-13,210.77
2018-12-14,208.69
2018-12-17,206
2018-12-18,205.53
2018-12-19,205.38
2018-12-20,202.14
2018-12-21,201.04
2018-12-27,197.49
2018-12-28,201.35
2019-01-02,200.18
2019-01-03,200.42
2019-01-04,202.99
2019-01-07,204.61
2019-01-08,208.69
2019-01-09,209.92
2019-01-10,208.47
2019-01-11,208.56
2019-01-14,207.28
2019-01-15,206.72
2019-01-16,208.26
2019-01-17,208.03
2019-01-18,211.29
2019-01-21,211.46
2019-01-22,210.6
2019-01-23,211.36
2019-01-24,209.9
2019-01-25,212.7
2019-01-28,211.11
2019-01-29,212.12
2019-01-30,212.16
2019-01-31,212.27
2019-02-01,212.42
2019-02-04,211.99
2019-02-05,214.22
2019-02-06,215.59
2019-02-07,213.2
2019-02-08,210.2
2019-02-11,211.5
2019-02-12,212.45
2019-02-13,214.86
2019-02-14,213.56
2019-02-15,216.3
2019-02-18,217.18
2019-02-19,216.05
2019-02-20,217.16
2019-02-21,216.55
2019-02-22,217.07
2019-02-25,218.67
2019-02-26,218.38
2019-02-27,218.93
2019-02-28,218.48
2019-03-01,220.89
2019-03-04,221.63
2019-03-05,220.03
2019-03-06,220.79
2019-03-07,219.32
2019-03-08,215.51
2019-03-11,216.74
2019-03-12,217.54
2019-03-13,217.53
2019-03-14,220.58
2019-03-15,222.01
2019-03-18,222.41
2019-03-19,224.26
2019-03-20,222.4
2019-03-21,221.73
2019-03-22,219.21
2019-03-25,216.64
2019-03-26,218.39
2019-03-27,218.86
2019-03-28,219.11
2019-03-29,219.66
2019-04-01,221.83
2019-04-02,223.32
2019-04-03,225.71
2019-04-04,225.69
2019-04-05,225.84
2019-04-08,225.43
2019-04-09,224.25
2019-04-10,224.51
2019-04-11,225
2019-04-12,225.6
2019-04-15,226.04
2019-04-16,227.09
2019-04-17,227.36
2019-04-18,228.19
2019-04-23,228.09
2019-04-24,228.21
2019-04-25,227.51
2019-04-26,227.99
2019-04-29,228.06
2019-04-30,227.8
2019-05-02,227.09
2019-05-03,228.15
2019-05-06,224.61
2019-05-07,224.19
2019-05-08,222.4
2019-05-09,220.48
2019-05-10,221.3
2019-05-13,217.39
2019-05-14,218.8
2019-05-15,218.26
2019-05-16,222.6
2019-05-17,222.18
2019-05-20,220.64
2019-05-21,223.36
2019-05-22,222.87
2019-05-23,220.55
2019-05-24,221.62
2019-05-27,221.36
2019-05-28,221.06
2019-05-29,217.89
2019-05-30,218.75
2019-05-31,216.81
2019-06-03,217.3
2019-06-04,220.22
2019-06-05,220.88
2019-06-06,220.49
2019-06-07,222.32
2019-06-10,223.23
2019-06-11,225.32
2019-06-12,223.63
2019-06-13,224.63
2019-06-14,223.31
2019-06-17,221.92
2019-06-18,224.56
2019-06-24,226.18
2019-06-25,225.14
2019-06-26,225.55
2019-06-27,225.58
2019-06-28,226.44
2019-07-01,229.6
2019-07-02,229.19
2019-07-03,230.81
2019-07-04,231.72
2019-07-05,230.38
2019-07-08,229.97
2019-07-09,227.54
2019-07-10,228.81
2019-07-11,228.36
2019-07-12,228.88
2019-07-15,228.8
2019-07-16,229.01
2019-07-17,228.61
2019-07-18,226.4
2019-07-19,226.76
2019-07-22,227.88
2019-07-23,231.14
2019-07-24,231.46
2019-07-25,233.56
2019-07-26,232.83
2019-07-29,233.21
2019-07-30,228.31
2019-07-31,228.48
2019-08-01,229.07
2019-08-02,224.95
2019-08-05,218.02
2019-08-06,217.86
2019-08-07,215.68
2019-08-08,218.25
2019-08-09,218.03
2019-08-12,216.52
2019-08-13,214.42
2019-08-14,214.2
2019-08-15,212.9
2019-08-16,214.7
2019-08-19,218.09
2019-08-20,217.54
2019-08-21,219.43
2019-08-22,219.39
2019-08-23,217.83
2019-08-26,216.64
2019-08-27,218.28
2019-08-28,216.35
2019-08-29,219.44
2019-08-30,222.09
2019-09-02,222.28
2019-09-03,221.36
2019-09-04,223.34
2019-09-05,225.54
2019-09-06,226.39
2019-09-09,226.98
2019-09-10,226.04
2019-09-11,228.88
2019-09-12,229.76
2019-09-13,230.02
2019-09-16,229.44
2019-09-17,227.5
2019-09-18,228.36
2019-09-19,229.28
2019-09-20,229.88
2019-09-23,227.73
2019-09-24,228.11
2019-09-25,224.86
2019-09-26,227.59
2019-09-27,228.23
2019-09-30,228.41
2019-10-01,227.84
2019-10-02,221.14
2019-10-03,218.72
2019-10-04,220.5
2019-10-07,221.48
2019-10-08,220.41
2019-10-09,221.8
2019-10-10,220.75
2019-10-11,226.65
2019-10-14,227.91
2019-10-15,229.68
2019-10-16,231.3
2019-10-17,231.74
2019-10-18,230.99
2019-10-21,232.71
2019-10-22,231.61
2019-10-23,231.86
2019-10-24,232.57
2019-10-25,231.62
2019-10-28,233.83
2019-10-29,232.9
2019-10-30,232.69
2019-10-31,232.51
2019-11-01,233.54
2019-11-04,236.38
2019-11-05,236.64
2019-11-06,237.24
2019-11-07,238.32
2019-11-08,237.35
2019-11-11,236.57
2019-11-12,237.44
2019-11-13,236.97
2019-11-14,235.99
2019-11-15,235.59
2019-11-18,236.34
2019-11-19,237.41
2019-11-20,235.12
2019-11-21,234.59
2019-11-22,235.76
2019-11-25,237.49
2019-11-26,238.27
2019-11-27,239.11
2019-11-28,238.52
2019-11-29,238.32
2019-12-02,236.42
2019-12-03,232.32
2019-12-04,234.08
2019-12-05,235.67
2019-12-06,236.74
2019-12-09,236.75
2019-12-10,236.17
2019-12-11,237.12
2019-12-12,237.32
2019-12-13,242.02
2019-12-16,243.98
2019-12-17,242.69
2019-12-18,242.44
2019-12-19,243.13
2019-12-20,244.96
2019-12-23,245.71
2019-12-27,247.06
2019-12-30,246.03
2020-01-02,247.32
2020-01-03,245.95
2020-01-06,244.51
2020-01-07,246.44
2020-01-08,246.15
2020-01-09,247.79
2020-01-10,248.21
2020-01-13,247.87
2020-01-14,247.76
2020-01-15,246.68
2020-01-16,246.97
2020-01-17,250.22
2020-01-20,249.8
2020-01-21,249.19
2020-01-22,249.77
2020-01-23,248.77
2020-01-24,251.5
2020-01-27,244.37
2020-01-28,244.79
2020-01-29,247.16
2020-01-30,245.19
2020-01-31,244.81
2020-02-03,243.41
2020-02-04,247.23
2020-02-05,250.83
2020-02-06,251.49
2020-02-07,250.74
2020-02-10,250.98
2020-02-11,253.56
2020-02-12,255.22
2020-02-13,254.1
2020-02-14,255.18
2020-02-17,255.91
2020-02-18,254.97
2020-02-19,256.99
2020-02-20,256.46
2020-02-21,255.55
2020-02-24,243.78
2020-02-25,243.81
2020-02-26,240.25
2020-02-27,232.97
2020-02-28,225.48
2020-03-02,225.47
2020-03-03,231.04
2020-03-04,231.56
2020-03-05,226.92
2020-03-06,219.53
2020-03-09,204.05
2020-03-10,206.37
2020-03-11,200.84
2020-03-12,181
2020-03-13,183.3
2020-03-16,165.06
2020-03-17,168.59
2020-03-18,169.52
2020-03-19,168.03
2020-03-20,175.7
2020-03-23,172.23
2020-03-24,178.04
2020-03-25,182.93
2020-03-26,188.04
2020-03-27,184.67
2020-03-30,185.76
2020-03-31,188.75
2020-04-01,184.99
2020-04-02,184.38
2020-04-03,186.33
2020-04-06,192.75
2020-04-07,197.72
2020-04-08,195.69
2020-04-09,197.76
2020-04-14,199.83
2020-04-15,194.33
2020-04-16,196.19
2020-04-17,200.19
2020-04-20,198.66
2020-04-21,195.73
2020-04-22,197.95
2020-04-23,200.35
2020-04-24,200.64
2020-04-27,202.34
2020-04-28,206.25
2020-04-29,208.62
2020-04-30,207.09
2020-05-04,199.97
2020-05-05,202.38
2020-05-06,204.01
2020-05-07,204.96
2020-05-08,207.79
2020-05-11,205.56
2020-05-12,208.29
2020-05-13,206.15
2020-05-14,198.67
2020-05-15,200.65
2020-05-18,206.06
2020-05-19,206.57
2020-05-20,208.09
2020-05-21,208.66
2020-05-22,208.1
2020-05-25,210.45
2020-05-26,212.71
2020-05-27,212.01
2020-05-28,213.41
2020-05-29,212.77
2020-06-01,213.45
2020-06-02,216.19
2020-06-03,219.49
2020-06-04,220.1
2020-06-05,223.69
2020-06-08,223.89
2020-06-09,221.68
2020-06-10,222.6
2020-06-11,215.42
2020-06-12,215.49
2020-06-15,212.88
2020-06-16,221
2020-06-17,222.14
2020-06-18,220.51
2020-06-19,222.42
2020-06-22,221.59
2020-06-23,224.07
2020-06-24,221.31
2020-06-25,218.43
2020-06-26,221.35
2020-06-29,218.92
2020-06-30,219.74
2020-07-01,221.63
2020-07-02,224.64
2020-07-03,224.06
2020-07-06,226.76
2020-07-07,225.53
2020-07-08,225.54
2020-07-09,226.86
2020-07-10,226.39
2020-07-13,228.44
2020-07-14,225.99
2020-07-15,231.61
2020-07-16,230.06
2020-07-17,230.67
2020-07-20,232.31
2020-07-21,235.28
2020-07-22,232.25
2020-07-23,233.88
2020-07-24,229.93
2020-07-27,228.51
2020-07-28,228.65
2020-07-29,229.14
2020-07-30,224.37
2020-07-31,225.93
2020-08-03,227.34
2020-08-04,227.19
2020-08-05,228.52
2020-08-06,227.55
2020-08-07,226.95
2020-08-10,227.57
2020-08-11,230.83
2020-08-12,232.01
2020-08-13,231.62
2020-08-14,229.04
2020-08-17,230
2020-08-18,230.63
2020-08-19,230.19
2020-08-20,228.18
2020-08-21,226.54
2020-08-24,232.07
2020-08-25,232.78
2020-08-26,232.04
2020-08-27,232.92
2020-08-28,230.62
2020-08-31,229.96
2020-09-01,228.93
2020-09-02,233.33
2020-09-03,233.26
2020-09-04,228.57
2020-09-07,228.29
2020-09-08,223.89
2020-09-09,227.6
2020-09-10,228.8
2020-09-11,228.32
2020-09-14,228.57
2020-09-15,230.08
2020-09-16,230.6
2020-09-17,228.39
2020-09-18,229.63
2020-09-21,222.7
2020-09-22,222.31
2020-09-23,224.37
2020-09-24,221.27
2020-09-25,219.29
2020-09-28,224.3
2020-09-29,223.81
2020-09-30,223.15
2020-10-01,224.13
2020-10-02,221.96
2020-10-05,225.46
2020-10-06,225.98
2020-10-07,224.73
2020-10-08,225.91
2020-10-09,227.58
2020-10-12,229.21
2020-10-13,228.43
2020-10-14,228.59
2020-10-15,222.96
2020-10-16,225.82
2020-10-19,225.79
2020-10-20,224.83
2020-10-21,222.04
2020-10-22,221.1
2020-10-23,223.22
2020-10-26,220.72
2020-10-27,218.51
2020-10-28,212.52
2020-10-29,210.86
2020-10-30,210.48
2020-11-02,214.18
2020-11-03,218.07
2020-11-04,222.16
2020-11-05,226.14
2020-11-06,226.51
2020-11-09,234.72
2020-11-10,234.1
2020-11-11,236.43
2020-11-12,234.92
2020-11-13,235.37
2020-11-16,238.28
2020-11-17,237.19
2020-11-18,239.41
2020-11-19,238.21
2020-11-20,239.09
2020-11-23,239.73
2020-11-24,239.94
2020-11-25,240.6
2020-11-26,240.58
2020-11-27,240.59
2020-11-30,241.93
2020-12-01,241.01
2020-12-02,238.93
2020-12-03,239.67
2020-12-04,241.65
2020-12-07,240.46
2020-12-08,240.26
2020-12-09,241.71
2020-12-10,238.78
2020-12-11,237.88
2020-12-14,239.81
2020-12-15,240.27
2020-12-16,241.39
2020-12-17,242.63
2020-12-18,241.76
2020-12-21,235.26
2020-12-22,238.35
2020-12-23,240.59
2020-12-28,243.85
2020-12-29,245.81
2020-12-30,245.24
2021-01-04,247.67
2021-01-05,245.07
2021-01-06,247.01
2021-01-07,249.12
2021-01-08,250.43
2021-01-11,248.64
2021-01-12,249.07
2021-01-13,250.01
2021-01-14,252.01
2021-01-15,250.11

