time,CMP1
2016-01-16,387.536010742187
2016-01-17,382.299011230469
2016-01-18,387.167999267578
2016-01-19,380.148986816406
2016-01-20,420.230010986328
2016-01-21,410.261993408203
2016-01-22,382.492004394531
2016-01-23,387.490997314453
2016-01-24,402.971008300781
2016-01-25,391.726013183594
2016-01-26,392.153015136719
2016-01-27,394.971984863281
2016-01-28,380.289001464844
2016-01-29,379.473999023437
2016-01-30,378.255004882813
2016-01-31,368.766998291016
2016-02-01,373.055999755859
2016-02-02,374.447998046875
2016-02-03,369.949005126953
2016-02-04,389.593994140625
2016-02-05,386.549011230469
2016-02-06,376.522003173828
2016-02-07,376.619995117187
2016-02-08,373.446990966797
2016-02-09,376.028991699219
2016-02-10,381.648986816406
2016-02-11,379.653991699219
2016-02-12,384.263000488281
2016-02-13,391.859985351562
2016-02-14,407.230010986328
2016-02-15,400.184997558594
2016-02-16,407.488006591797
2016-02-17,416.321990966797
2016-02-18,422.372985839844
2016-02-19,420.785003662109
2016-02-20,437.164001464844
2016-02-21,438.798004150391
2016-02-22,437.747985839844
2016-02-23,420.735992431641
2016-02-24,424.954986572266
2016-02-25,424.544006347656
2016-02-26,432.152008056641
2016-02-27,432.519012451172
2016-02-28,433.503997802734
2016-02-29,437.696990966797
2016-03-01,435.122985839844
2016-03-02,423.989013671875
2016-03-03,421.651000976563
2016-03-04,410.938995361328
2016-03-05,400.570007324219
2016-03-06,407.707000732422
2016-03-07,414.321014404297
2016-03-08,413.971984863281
2016-03-09,414.859985351563
2016-03-10,417.131011962891
2016-03-11,421.690002441406
2016-03-12,411.623992919922
2016-03-13,414.065002441406
2016-03-14,416.43798828125
2016-03-15,416.829986572266
2016-03-16,417.010986328125
2016-03-17,420.621002197266
2016-03-18,409.548004150391
2016-03-19,410.444000244141
2016-03-20,413.755004882813
2016-03-21,413.307006835938
2016-03-22,418.088989257813
2016-03-23,418.040985107422
2016-03-24,416.394012451172
2016-03-25,417.177001953125
2016-03-26,417.945007324219
2016-03-27,426.765014648437
2016-03-28,424.230987548828
2016-03-29,416.515991210938
2016-03-30,414.816009521484
2016-03-31,416.72900390625
2016-04-01,417.959991455078
2016-04-02,420.872985839844
2016-04-03,420.903991699219
2016-04-04,421.444000244141
2016-04-05,424.029998779297
2016-04-06,423.412994384766
2016-04-07,422.744995117187
2016-04-08,420.348999023438
2016-04-09,419.411010742188
2016-04-10,421.563995361328
2016-04-11,422.483001708984
2016-04-12,425.190002441406
2016-04-13,423.734008789063
2016-04-14,424.282012939453
2016-04-15,429.713012695312
2016-04-16,430.571990966797
2016-04-17,427.398986816406
2016-04-18,428.591003417969
2016-04-19,435.509002685547
2016-04-20,441.389007568359
2016-04-21,449.424987792969
2016-04-22,445.736999511719
2016-04-23,450.282012939453
2016-04-24,458.554992675781
2016-04-25,461.425994873047
2016-04-26,466.088989257813
2016-04-27,444.68701171875
2016-04-28,449.010986328125
2016-04-29,455.096984863281
2016-04-30,448.317993164063
2016-05-01,451.875
2016-05-02,444.669006347656
2016-05-03,450.303985595703
2016-05-04,446.721984863281
2016-05-05,447.976013183594
2016-05-06,459.602996826172
2016-05-07,458.536010742187
2016-05-08,458.548004150391
2016-05-09,460.483001708984
2016-05-10,450.894989013672
2016-05-11,452.727996826172
2016-05-12,454.765991210938
2016-05-13,455.670013427734
2016-05-14,455.670989990234
2016-05-15,457.567993164063
2016-05-16,454.162994384766
2016-05-17,453.782989501953
2016-05-18,454.618988037109
2016-05-19,438.714996337891
2016-05-20,442.675994873047
2016-05-21,443.18798828125
2016-05-22,439.322998046875
2016-05-23,444.154998779297
2016-05-24,445.980987548828
2016-05-25,449.598999023438
2016-05-26,453.384002685547
2016-05-27,473.463989257813
2016-05-28,530.039978027344
2016-05-29,526.232971191406
2016-05-30,533.864013671875
2016-05-31,531.385986328125
2016-06-01,536.919982910156
2016-06-02,537.971984863281
2016-06-03,569.193969726563
2016-06-04,572.726989746094
2016-06-05,574.976989746094
2016-06-06,585.536987304688
2016-06-07,576.596984863281
2016-06-08,581.64501953125
2016-06-09,574.630004882813
2016-06-10,577.469970703125
2016-06-11,606.726989746094
2016-06-12,672.783996582031
2016-06-13,704.3759765625
2016-06-14,685.559020996094
2016-06-15,694.468994140625
2016-06-16,766.307983398437
2016-06-17,748.908996582031
2016-06-18,756.226989746094
2016-06-19,763.781005859375
2016-06-20,737.226013183594
2016-06-21,666.651977539063
2016-06-22,596.116027832031
2016-06-23,623.976989746094
2016-06-24,665.299011230469
2016-06-25,665.122985839844
2016-06-26,629.367004394531
2016-06-27,655.275024414063
2016-06-28,647.0009765625
2016-06-29,639.890014648438
2016-06-30,673.336975097656
2016-07-01,676.296020507813
2016-07-02,703.702026367187
2016-07-03,658.664001464844
2016-07-04,683.661987304687
2016-07-05,670.627014160156
2016-07-06,677.330993652344
2016-07-07,640.56201171875
2016-07-08,666.523010253906
2016-07-09,650.960021972656
2016-07-10,649.359985351563
2016-07-11,647.658996582031
2016-07-12,664.551025390625
2016-07-13,654.468017578125
2016-07-14,658.078002929688
2016-07-15,663.255004882813
2016-07-16,660.767028808594
2016-07-17,679.458984375
2016-07-18,673.106018066406
2016-07-19,672.864013671875
2016-07-20,665.684997558594
2016-07-21,665.012023925781
2016-07-22,650.619018554688
2016-07-23,655.556030273438
2016-07-24,661.284973144531
2016-07-25,654.096984863281
2016-07-26,651.783996582031
2016-07-27,654.351989746094
2016-07-28,655.034973144531
2016-07-29,656.992004394531
2016-07-30,655.046997070312
2016-07-31,624.681030273438
2016-08-01,606.27197265625
2016-08-02,547.465026855469
2016-08-03,566.35498046875
2016-08-04,578.289001464844
2016-08-05,575.043029785156
2016-08-06,587.778015136719
2016-08-07,592.690002441406
2016-08-08,591.054016113281
2016-08-09,587.801025390625
2016-08-10,592.10302734375
2016-08-11,589.119995117188
2016-08-12,587.559020996094
2016-08-13,585.588012695313
2016-08-14,570.473022460938
2016-08-15,567.239990234375
2016-08-16,577.439025878906
2016-08-17,573.216003417969
2016-08-18,574.317993164063
2016-08-19,575.630004882813
2016-08-20,581.697021484375
2016-08-21,581.307983398438
2016-08-22,586.752990722656
2016-08-23,583.414978027344
2016-08-24,580.182006835938
2016-08-25,577.760986328125
2016-08-26,579.651000976563
2016-08-27,569.947021484375
2016-08-28,573.911987304688
2016-08-29,574.106994628906
2016-08-30,577.502990722656
