time,CMP5
2016-01-19,170.737976074219
2016-01-20,168.757934570313
2016-01-21,169.634902954102
2016-01-22,173.13395690918
2016-01-25,170.493850708008
2016-01-26,172.808456420898
2016-01-27,170.954956054688
2016-01-28,171.886215209961
2016-01-29,175.963912963867
2016-02-01,175.945846557617
2016-02-02,172.772277832031
2016-02-03,173.694519042969
2016-02-04,174.074264526367
2016-02-05,170.7470703125
2016-02-08,168.45051574707
2016-02-09,168.387222290039
2016-02-10,168.30583190918
2016-02-11,166.208251953125
2016-02-12,169.571640014648
2016-02-16,172.392547607422
2016-02-17,175.249633789063
2016-02-18,174.544418334961
2016-02-19,174.435928344727
2016-02-22,176.958480834961
2016-02-23,174.806594848633
2016-02-24,175.602279663086
2016-02-25,177.663711547852
2016-02-26,177.347244262695
2016-02-29,175.864486694336
2016-03-01,180.095809936523
2016-03-02,180.891494750977
2016-03-03,181.533416748047
2016-03-04,182.166320800781
2016-03-07,182.347152709961
2016-03-08,180.267623901367
2016-03-09,181.19889831543
2016-03-10,181.298355102539
2016-03-11,184.300079345703
2016-03-14,184.046920776367
2016-03-15,183.739532470703
2016-03-16,184.914947509766
2016-03-17,186.081237792969
2016-03-18,186.768417358398
2016-03-21,187.039642333984
2016-03-22,186.93115234375
2016-03-23,185.720474243164
2016-03-24,185.611389160156
2016-03-28,185.729522705078
2016-03-29,187.502243041992
2016-03-30,188.29313659668
2016-03-31,187.856781005859
2016-04-01,189.056762695313
2016-04-04,188.438552856445
2016-04-05,186.593154907227
2016-04-06,188.611312866211
2016-04-07,186.329544067383
2016-04-08,186.884094238281
2016-04-11,186.356842041016
2016-04-12,188.193130493164
2016-04-13,190.083938598633
2016-04-14,190.102142333984
2016-04-15,189.802154541016
2016-04-18,191.183929443359
2016-04-19,191.765731811523
2016-04-20,191.911178588867
2016-04-21,190.956665039063
2016-04-22,190.929397583008
2016-04-25,190.593032836914
2016-04-26,190.911178588867
2016-04-27,191.265777587891
2016-04-28,189.611282348633
2016-04-29,188.59309387207
2016-05-02,190.065780639648
2016-05-03,188.402206420898
2016-05-04,187.329544067383
2016-05-05,187.274978637695
2016-05-06,188.002227783203
2016-05-09,188.184005737305
2016-05-10,190.465774536133
2016-05-11,188.693084716797
2016-05-12,188.783996582031
2016-05-13,187.038619995117
2016-05-16,188.929458618164
2016-05-17,187.265869140625
2016-05-18,187.284118652344
2016-05-19,186.62043762207
2016-05-20,187.756744384766
2016-05-23,187.502243041992
2016-05-24,189.938522338867
2016-05-25,191.220291137695
2016-05-26,191.292999267578
2016-05-27,192.083862304688
2016-05-31,191.783874511719
2016-06-01,192.147537231445
2016-06-02,192.774749755859
2016-06-03,192.129333496094
2016-06-06,193.192947387695
2016-06-07,193.420196533203
2016-06-08,194.038360595703
2016-06-09,193.811141967773
2016-06-10,191.983901977539
2016-06-13,190.465774536133
2016-06-14,190.120361328125
2016-06-15,189.78401184082
2016-06-16,190.402130126953
2016-06-17,189.683975219727
2016-06-20,190.938461303711
2016-06-21,191.466430664063
2016-06-22,191.146759033203
2016-06-23,193.64030456543
2016-06-24,186.524948120117
2016-06-27,183.254989624023
2016-06-28,186.680206298828
2016-06-29,189.804046630859
2016-06-30,192.270172119141
2016-07-01,192.845672607422
2016-07-05,191.484741210938
2016-07-06,192.580780029297
2016-07-07,192.416366577148
2016-07-08,195.339218139648
2016-07-11,196.079086303711
2016-07-12,197.458312988281
2016-07-13,197.440063476563
2016-07-14,198.526992797852
2016-07-15,198.23469543457
2016-07-18,198.78271484375
2016-07-19,198.563522338867
2016-07-20,199.403869628906
2016-07-21,198.682266235352
2016-07-22,199.549987792969
2016-07-25,199.038482666016
2016-07-26,199.120666503906
2016-07-27,198.919738769531
2016-07-28,199.1572265625
2016-07-29,199.45866394043
2016-08-01,199.23030090332
2016-08-02,198.052047729492
2016-08-03,198.636627197266
2016-08-04,198.819320678711
2016-08-05,200.399475097656
2016-08-08,200.28987121582
2016-08-09,200.417755126953
2016-08-10,199.924499511719
2016-08-11,200.847030639648
2016-08-12,200.6826171875
2016-08-15,201.285461425781
2016-08-16,200.262435913086
2016-08-17,200.627807617187
2016-08-18,201.093658447266
2016-08-19,200.783065795898
2016-08-22,200.719146728516
2016-08-23,201.139312744141
2016-08-24,200.189331054687
2016-08-25,199.988403320312
2016-08-26,199.632186889648
2016-08-29,200.582138061523
2016-08-30,200.271575927734
2016-08-31,199.714401245117
2016-09-01,199.732681274414
2016-09-02,200.609512329102
2016-09-06,201.285461425781
2016-09-07,201.248901367188
2016-09-08,200.77392578125
2016-09-09,195.960342407227
2016-09-12,198.78271484375
2016-09-13,195.896423339844
2016-09-14,195.786804199219
2016-09-15,197.76887512207
2016-09-16,196.946807861328
2016-09-19,197.047271728516
2016-09-20,197.065551757813
2016-09-21,199.266830444336
2016-09-22,200.490783691406
2016-09-23,199.440368652344
2016-09-26,197.79069519043
2016-09-27,198.993286132813
2016-09-28,200.039855957031
2016-09-29,198.240509033203
2016-09-30,199.727722167969
2016-10-03,199.112655639648
2016-10-04,198.240509033203
2016-10-05,199.112655639648
2016-10-06,199.305435180664
2016-10-07,198.525115966797
2016-10-10,199.525772094727
2016-10-11,197.0654296875
2016-10-12,197.31330871582
2016-10-13,196.707382202148
2016-10-14,196.725769042969
2016-10-17,196.073959350586
2016-10-18,197.285751342773
2016-10-19,197.772323608398
2016-10-20,197.4326171875
2016-10-21,197.524429321289
2016-10-24,198.396606445312
2016-10-25,197.763137817383
2016-10-26,197.350036621094
2016-10-27,196.808380126953
2016-10-28,196.230010986328
2016-10-31,196.17497253418
2016-11-01,194.834594726563
2016-11-02,193.613571166992
