Date,Close
2020-12-01,0.003335000015795
2020-12-02,0.00337400007993
2020-12-03,0.003428000025451
2020-12-04,0.00329799996689
2020-12-05,0.003397000022233
2020-12-06,0.003387999953702
2020-12-07,0.003342000069097
2020-12-08,0.003178999992087
2020-12-09,0.003158000065014
2020-12-10,0.003104999894276
2020-12-11,0.00307899992913
2020-12-12,0.003163000103086
2020-12-13,0.003256000112742
2020-12-14,0.00323099992238
2020-12-15,0.003205999964848
2020-12-16,0.003415999934077
2020-12-17,0.003729999996722
2020-12-18,0.003858000040054
2020-12-19,0.003926999866962
2020-12-20,0.004625000059605
2020-12-21,0.004786999896169
2020-12-22,0.004507999867201
2020-12-23,0.003768000053242
2020-12-24,0.004569999873638
2020-12-25,0.004581999965012
2020-12-26,0.004494000226259
2020-12-27,0.004548000171781
2020-12-28,0.004592000041157
2020-12-29,0.004486000165343
2020-12-30,0.004635999910533
2020-12-31,0.004681999795139
2021-01-01,0.005685000214726
2021-01-02,0.010614999569953
2021-01-03,0.009770999662578
2021-01-04,0.00976699963212
2021-01-05,0.009920000098646
2021-01-06,0.010464999824762
2021-01-07,0.00974200014025
2021-01-08,0.009846000000834
2021-01-09,0.010193999856711
2021-01-10,0.009859999641776
2021-01-11,0.008834999985993
2021-01-12,0.008062999695539
2021-01-13,0.008616000413895
2021-01-14,0.009397000074387
2021-01-15,0.009368999861181
2021-01-16,0.009265000000596
2021-01-17,0.00906699988991
2021-01-18,0.009170999750495
2021-01-19,0.009097999893129
2021-01-20,0.009060000069439
2021-01-21,0.008166000247002
2021-01-22,0.008523999713361
2021-01-23,0.008578999899328
2021-01-24,0.00872700009495
2021-01-25,0.008383000269532
2021-01-26,0.0082550002262
2021-01-27,0.007482000160962
2021-01-28,0.012555000372231
2021-01-29,0.047162000089884
2021-01-30,0.028176000341773
2021-01-31,0.03719599917531
2021-02-01,0.034875001758337
2021-02-02,0.031520001590252
2021-02-03,0.037119999527931
2021-02-04,0.053288999944925
2021-02-05,0.046934999525547
2021-02-06,0.057594999670982
2021-02-07,0.078781999647617
2021-02-08,0.078824996948242
2021-02-09,0.070069998502731
2021-02-10,0.072896003723145
2021-02-11,0.069675996899605
2021-02-12,0.070069000124931
2021-02-13,0.066449999809265
2021-02-14,0.062536999583244
2021-02-15,0.056591000407934
2021-02-16,0.053520001471043
2021-02-17,0.049375999718905
2021-02-18,0.059540998190641
2021-02-19,0.055139001458883
2021-02-20,0.054384000599384
2021-02-21,0.055980000644922
2021-02-22,0.053725000470877
2021-02-23,0.047391999512911
2021-02-24,0.05655499920249
2021-02-25,0.050167001783848
2021-02-26,0.050480000674725
2021-02-27,0.050083000212908
2021-02-28,0.048052001744509
2021-03-01,0.050599001348019
2021-03-02,0.050262000411749
2021-03-03,0.050592001527548
2021-03-04,0.050048001110554
2021-03-05,0.049609001725912
2021-03-06,0.050983998924494
2021-03-07,0.052122000604868
2021-03-08,0.061948999762535
2021-03-09,0.05799800157547
2021-03-10,0.056003998965025
2021-03-11,0.055918000638485
2021-03-12,0.055348999798298
2021-03-13,0.062431998550892
2021-03-14,0.05859199911356
2021-03-15,0.057087998837233
2021-03-16,0.058607000857592
2021-03-17,0.057652998715639
2021-03-18,0.057383000850678
2021-03-19,0.058327998965979
2021-03-20,0.058961000293493
2021-03-21,0.05723400041461
2021-03-22,0.054962001740933
2021-03-23,0.053555998951197
2021-03-24,0.051702000200749
2021-03-25,0.051447998732329
2021-03-26,0.053952001035214
2021-03-27,0.054377000778914
2021-03-28,0.053697999566794
2021-03-29,0.054051999002695
2021-03-30,0.053899999707937
2021-03-31,0.053656999021769
2021-04-01,0.06198599934578
2021-04-02,0.057663999497891
2021-04-03,0.055803999304772
2021-04-04,0.05740400031209
2021-04-05,0.05969600006938
2021-04-06,0.06445799767971
2021-04-07,0.059027999639511
2021-04-08,0.061464000493288
2021-04-09,0.061684001237154
2021-04-10,0.063845001161099
2021-04-11,0.074648998677731
2021-04-12,0.070767000317574
2021-04-13,0.093445003032684
2021-04-14,0.12151700258255
2021-04-15,0.182207003235817
2021-04-16,0.365869998931885
