Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-03-25,52726.74609375,53392.38671875,50856.5703125,51704.16015625,67999812841,0,0
2021-03-26,51683.01171875,55137.3125,51579.85546875,55137.3125,56652197978,0,0
2021-03-27,55137.56640625,56568.21484375,54242.91015625,55973.51171875,47266542233,0,0
2021-03-28,55974.94140625,56610.3125,55071.11328125,55950.74609375,47686580918,0,0
2021-03-29,55947.8984375,58342.09765625,55139.33984375,57750.19921875,57625587027,0,0
2021-03-30,57750.1328125,59447.22265625,57251.55078125,58917.69140625,54414116432,0,0
2021-03-31,58930.27734375,59930.02734375,57726.41796875,58918.83203125,65520826225,0,0
2021-04-01,58926.5625,59586.0703125,58505.27734375,59095.80859375,61669163792,0,0
2021-04-02,59098.87890625,60267.1875,58869.28125,59384.3125,58727860620,0,0
2021-04-03,59397.41015625,60110.26953125,57603.890625,57603.890625,59641344484,0,0
2021-04-04,57604.83984375,58913.74609375,57168.67578125,58758.5546875,50749662970,0,0
2021-04-05,58760.875,59891.296875,57694.82421875,59057.87890625,60706272115,0,0
2021-04-06,59171.93359375,59479.578125,57646.80859375,58192.359375,66058027988,0,0
2021-04-07,58186.5078125,58731.14453125,55604.0234375,56048.9375,75645303584,0,0
2021-04-08,56099.9140625,58338.73828125,55879.0859375,58323.953125,53053855641,0,0
2021-04-09,58326.5625,58937.046875,57807.86328125,58245.00390625,46655208546,0,0
2021-04-10,58253.77734375,61276.6640625,58038.70703125,59793.234375,58238470525,0,0
2021-04-11,59846.23046875,60790.5546875,59289.796875,60204.96484375,46280252580,0,0
2021-04-12,60175.9453125,61253.03515625,59589.875,59893.453125,51828688519,0,0
2021-04-13,59890.01953125,63742.28515625,59869.95703125,63503.45703125,69983454362,0,0
2021-04-14,63523.75390625,64863.09765625,61554.796875,63109.6953125,77451779687,0,0
2021-04-15,63075.1953125,63821.671875,62208.96484375,63314.01171875,60954381579,0,0
2021-04-16,63258.50390625,63594.72265625,60222.53125,61572.7890625,84293007468,0,0
2021-04-17,61529.921875,62572.17578125,60361.3515625,60683.8203125,66138759198,0,0
2021-04-18,60701.88671875,61057.45703125,52829.53515625,56216.18359375,97468872758,0,0
2021-04-19,56191.5859375,57520.0546875,54368.59375,55724.265625,65344865159,0,0
2021-04-20,55681.79296875,57062.1484375,53448.046875,56473.03125,67849323955,0,0
