Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-05-19,96.10602757179805,96.10602757179805,94.48496204649062,94.77970123291016,775500,0.0,0
2000-05-22,94.7165513462822,94.7165513462822,92.16916243476851,94.19023132324219,1850600,0.0,0
2000-05-23,94.46395211689482,94.46395211689482,92.75867462158203,92.75867462158203,373900,0.0,0
2000-05-24,92.80075297074156,94.35866034819956,92.06390488680871,94.14813232421875,400300,0.0,0
2000-05-25,94.33761332896513,94.94814463593679,92.88496987444637,93.28497314453125,69600,0.0,0
2000-05-26,93.29548162366495,93.47443042064141,92.29547364056124,92.86389923095703,237000,0.0,0
2000-05-30,93.83233010088593,95.95866291223649,93.83233010088593,95.91655731201172,118100,0.0,0
2000-05-31,95.57968503668575,96.7586415040986,95.57968503668575,96.19021606445312,216900,0.0,0
2000-06-01,96.94814296592571,97.72709655761719,96.7586677679467,97.72709655761719,128700,0.0,0
2000-06-02,99.91660458718265,100.23239663707892,99.34817889736935,99.66397094726562,108400,0.0,0
2000-06-05,99.0324053463215,99.47451429876044,98.82187727373153,99.0113525390625,192100,0.0,0
2000-06-06,98.6534349898493,99.15870226252459,98.148167717174,98.50606536865234,209300,0.0,0
2000-06-07,98.50605458383095,99.36921941348196,98.12710417081344,99.15869140625,85400,0.0,0
2000-06-08,99.57971939877002,99.57971939877002,98.31655171083636,98.80076599121094,248400,0.0,0
2000-06-09,99.37976669918481,99.37976669918481,98.27449442893648,98.44291687011719,20200,0.0,0
2000-06-12,98.77973123121875,98.77973123121875,97.59024810791016,97.59024810791016,17600,0.0,0
2000-06-13,97.68492794524262,99.20072855128949,97.34808336612109,98.86388397216797,40300,0.0,0
2000-06-14,99.53760753813243,99.95866340758309,99.1165516686818,99.47444915771484,353900,0.0,0
2000-06-15,99.49550195118738,99.87445223369295,98.76918057638501,99.47444915771484,338500,0.0,0
2000-06-16,100.12714900557052,100.12714900557052,98.67450533833242,99.07450866699219,855900,0.0,0
2000-06-19,98.73768892644394,100.40086108533286,98.69558330216827,100.0534896850586,160000,0.0,0
2000-06-20,100.12708462209005,100.13761101870718,99.23234090963444,99.50602722167969,182600,0.0,0
2000-06-21,99.02792209728845,99.89178269430735,99.02792209728845,99.69161987304688,137500,0.119,0
2000-06-22,99.40723532630386,99.40723532630386,97.76379226664899,98.05876922607422,182900,0.0,0
2000-06-23,98.10089004990498,98.35372739539443,97.0895406679472,97.35291290283203,238200,0.0,0
2000-06-26,97.78482287288172,98.4801254272461,97.63733445225897,98.4801254272461,26000,0.0,0
2000-06-27,98.31156795324434,98.63814945844693,97.93231201171875,97.93231201171875,40900,0.0,0
2000-06-28,97.97445432648871,99.04901285781149,97.97445432648871,98.38531494140625,51200,0.0,0
2000-06-29,97.52144384559881,97.9323044170559,96.79453668071318,97.19486236572266,48500,0.0,0
2000-06-30,97.07896778629873,98.09031677246094,97.07896778629873,98.09031677246094,16800,0.0,0
2000-07-03,98.10088319951616,99.20704650878906,98.07981342219668,99.20704650878906,7100,0.0,0
2000-07-05,98.6170665125587,98.68027582770402,97.51090349751557,97.82695007324219,27400,0.0,0
2000-07-06,97.67946838954462,98.52225931611532,97.237003153095,98.31156158447266,40100,0.0,0
2000-07-07,98.69086011103113,100.1236053047865,98.69086011103113,99.76541900634766,65500,0.0,0
2000-07-10,99.55466221824922,100.2288948512617,99.55466221824922,99.5968017578125,77500,0.0,0
2000-07-11,99.2808323111499,100.46074033522129,99.2808323111499,99.97613525390625,40700,0.0,0
2000-07-12,100.62924413735001,101.09277918153379,100.3764068405225,100.52389526367188,2642100,0.0,0
2000-07-13,100.94527915028608,101.3245350519152,100.55548836250058,100.86100006103516,971600,0.0,0
2000-07-14,101.30348239832755,101.89343612277703,101.00850553610279,101.79862213134766,158800,0.0,0
2000-07-17,101.63003323252704,102.42014958916015,101.53521926973107,101.73538208007812,430100,0.0,0
2000-07-18,101.45094142240637,101.47201119217219,100.71349948060279,101.00847625732422,763600,0.0,0
2000-07-19,100.69249542197772,100.85051879834617,100.0604019165039,100.0604019165039,120000,0.0,0
2000-07-20,100.37645634181331,101.4194107055664,100.30271209387116,101.4194107055664,96500,0.0,0
2000-07-21,100.73456932602106,100.7556390958027,99.5968017578125,99.5968017578125,601300,0.0,0
2000-07-24,99.95498512152594,100.1867525828111,98.83828735351564,98.83828735351562,251700,0.0,0
2000-07-25,99.42829503967576,99.45989971069918,98.9858296453479,99.39669036865234,116700,0.0,0
2000-07-26,99.0279343030224,99.03846918965039,98.26942246580776,98.43798065185547,474800,0.0,0
2000-07-27,98.24836276883019,98.81724670508548,97.6794788325749,98.02713012695312,94200,0.0,0
2000-07-28,98.1008684614731,98.1008684614731,95.40393736974875,95.88854217529297,1147800,0.0,0
2000-07-31,96.3731460571289,97.05791371057374,96.01495989994238,96.3731460571289,332900,0.0,0
2000-08-01,96.60494645091819,97.35292368079989,96.60494645091819,97.1316909790039,481700,0.0,0
2000-08-02,97.53201869845275,97.98501900132955,97.15276263092798,97.33185577392578,505900,0.0,0
2000-08-03,96.37317397690803,98.20624484179457,96.37317397690803,98.01661682128906,173500,0.0,0
2000-08-04,98.45909416329147,98.72246644598806,98.07983807620839,98.60658264160156,132900,0.0,0
2000-08-07,98.86992750247228,99.98662567138672,98.75404373022644,99.98662567138672,6500,0.0,0
2000-08-08,99.68106137351015,100.24994504653588,99.57571254517204,100.17620086669922,175400,0.0,0
2000-08-09,100.52391033212932,100.52391033212932,99.66004943847656,99.66004943847656,123100,0.0,0
2000-08-10,99.47038129334923,99.5230557168259,98.6697300565038,98.72240447998047,118000,0.0,0
2000-08-11,98.79616218731978,99.50199955845973,98.5011853755001,99.32290649414062,129400,0.0,0
2000-08-14,99.4492960539645,100.74508666992188,99.38608675562512,100.74508666992188,70100,0.0,0
2000-08-15,100.5449827117824,100.81888983149177,100.19733136753587,100.48177337646484,343600,0.0,0
2000-08-16,100.65031401208928,100.95582574605942,99.75484858493547,99.78645324707031,155000,0.0,0
2000-08-17,100.14465500919567,101.32456257925983,100.12358523115881,101.08226013183594,96900,0.0,0
2000-08-18,101.21922708892185,101.28243643140037,100.67141278744143,100.88211059570312,269000,0.0,0
2000-08-21,101.24028881939321,101.48259127962693,100.75568389892578,100.75568389892578,43000,0.0,0
2000-08-22,101.40885423058833,101.87238940471526,101.21922620480913,101.42992401123047,380100,0.0,0
2000-08-23,101.05066243599181,101.79863960790125,100.6924761846549,101.69329071044922,239100,0.0,0
2000-08-24,101.61954446449955,102.09361449362069,101.58793979589147,101.86184692382812,53100,0.0,0
2000-08-25,102.00929608600357,102.19892402461227,101.80913326191661,101.91448211669922,136000,0.0,0
2000-08-28,101.87232631897764,102.97848911768422,101.87232631897764,102.33586120605469,354000,0.0,0
2000-08-29,102.10409984154376,102.3147975300323,101.97768122845063,102.26212310791016,66900,0.0,0
2000-08-30,101.89344123413923,101.89344123413923,101.40883636474611,101.4088363647461,260100,0.0,0
2000-08-31,101.80916485617624,103.1892352821033,101.72488574619597,102.66249084472656,843400,0.0,0
2000-09-01,103.17868001759206,103.47365684427089,102.60979613756857,102.68354034423828,278000,0.0,0
2000-09-05,102.33592519467739,102.50448344082879,101.7249015523785,102.05148315429688,140700,0.0,0
2000-09-06,101.99879020760125,102.12520886929214,101.04011535644531,101.04011535644531,153200,0.0,0
2000-09-07,101.29294361090808,101.76701354980469,101.05064119769426,101.76701354980469,84000,0.0,0
2000-09-08,101.21919710128685,101.21919710128685,100.76619694773197,101.07170867919922,62600,0.0,0
2000-09-11,100.88207986765894,101.84075460324343,100.46068437948995,100.8188705444336,93300,0.0,0
2000-09-12,100.92422477324,101.05064342640064,100.12357330322266,100.12357330322266,109000,0.0,0
2000-09-13,99.68113396879707,100.42911119473075,99.68113396879707,100.33429718017578,197900,0.0,0
2000-09-14,100.96636675061677,101.00850630268297,100.0076919411107,100.08143615722656,99900,0.0,0
2000-09-15,100.0182537466586,100.0182537466586,98.73299706274325,98.88048553466797,298900,0.0,0
2000-09-18,98.94364003148571,99.23861681181809,97.7426631401325,97.76373291015625,144700,0.0,0
2000-09-19,98.18517958229484,98.82780790359526,97.87966775741431,98.66978454589844,128300,0.0,0
2000-09-20,98.54024132902168,98.57190593099116,96.89368202660873,97.93861389160156,127700,0.277,0
2000-09-21,98.03359262410876,98.03359262410876,97.35808121929148,97.8436050415039,284200,0.0,0
2000-09-22,96.09152997750628,98.1180648803711,96.09152997750628,98.1180648803711,124600,0.0,0
2000-09-25,98.47688884461802,98.50855343910182,97.22085993009394,97.23141479492188,49300,0.0,0
2000-09-26,97.5902768635729,97.86470333971965,96.34480285644531,96.34480285644531,10500,0.0,0
2000-09-27,96.92531859192074,96.95698318473092,96.12314890739653,96.39757537841797,155200,0.0,0
2000-09-28,96.57703610270636,98.74078390610032,96.57703610270636,98.64579010009766,99100,0.0,0
2000-09-29,98.19189752842325,98.24467184720667,97.07308197021484,97.07308197021484,60400,0.0,0
2000-10-02,97.61141129932022,97.86472811065063,96.93589980243911,97.18921661376953,223700,0.0,0
2000-10-03,97.68530365351866,98.42414441588994,96.19706726074219,96.19706726074219,134300,0.0,0
2000-10-04,96.34481071733533,97.35807778885858,95.92261610420066,97.05198669433594,90000,0.0,0
2000-10-05,97.13646785578274,97.64310161184898,96.85148636799548,97.46366882324219,114100,0.0,0
2000-10-06,97.38975995222535,97.52697322624495,94.57161040120722,95.29989624023438,103800,0.0,0
2000-10-09,95.331595237026,95.38436959222807,94.3288824881866,94.79329681396484,29300,0.0,0
2000-10-10,94.708863740382,95.31049142713132,93.22062683105469,93.22062683105469,123800,0.0,0
2000-10-11,92.94616064423835,93.5266783407445,91.40515003169476,92.3761978149414,350200,0.0,0
2000-10-12,92.81949262514023,92.88282182183694,89.71636198700159,90.11744689941406,155200,0.0,0
2000-10-13,89.94858647520917,92.94616903317201,89.80081832094339,92.79840087890625,322200,0.0,0
2000-10-16,92.92505399152238,93.31558409121415,92.39731061356053,93.26280975341797,349600,0.0,0
2000-10-17,93.36834850664492,93.45278743814539,90.90906462669372,91.19404602050781,157600,0.0,0
2000-10-18,88.74530742612093,91.79566349726139,88.51310038956352,91.03571319580078,81800,0.0,0
2000-10-19,92.37617668765085,94.02273559570312,92.34451209326524,94.02273559570312,73300,0.0,0
2000-10-20,93.88553356258221,95.32099534611353,93.7483203038623,94.71936798095703,177100,0.0,0
2000-10-23,94.36048757469841,95.18376699649107,93.98051245694795,95.02544403076172,30300,0.0,0
2000-10-24,95.19432419405717,95.83817093713705,94.05439881286655,94.28660583496094,51700,0.0,0
2000-10-25,93.22060627305679,94.18109938569812,92.08068038113082,92.27066802978516,68600,0.0,0
2000-10-26,92.50289179062857,92.8934220275356,90.86688674412612,92.40789794921875,47700,0.0,0
2000-10-27,93.22059014969282,94.06497955322266,92.37620074616301,94.06497955322266,60200,0.0,0
2000-10-30,93.56888995775932,95.2471137031946,93.56888995775932,94.78269958496094,52500,0.0,0
2000-10-31,95.34209255671972,97.08364522713472,95.26820850403544,96.693115234375,124000,0.0,0
2000-11-01,96.39756208575207,96.7353176958193,95.58483764902779,96.24979400634766,199300,0.0,0
2000-11-02,96.76709225979445,97.06262875447969,96.36600701700735,96.52433013916016,117100,0.0,0
2000-11-03,96.68254969105423,97.02030532316273,96.26035515091863,96.513671875,157100,0.0,0
2000-11-06,96.78813405220127,97.4636455657608,96.70369511300632,97.25254821777344,148000,0.0,0
2000-11-07,96.83032752481876,97.23141237831157,96.47146212958835,97.16808319091797,36700,0.0,0
2000-11-08,97.30531282580539,97.30531282580539,95.08879089355469,95.08879089355469,40700,0.0,0
2000-11-09,94.53993144756852,95.25766231040592,92.84059808114465,94.5188217163086,95300,0.0,0
2000-11-10,93.71664354717838,94.06495408181706,92.39728546142578,92.39728546142578,47200,0.0,0
2000-11-13,91.60568358399199,92.33396935047378,89.99078905831497,91.43680572509766,74200,0.0,0
2000-11-14,92.74559255429394,94.04384086249675,92.60837931846761,93.70608520507812,55200,0.0,0
2000-11-15,93.8327688487809,94.57160954837761,93.21003168769225,94.17052459716797,751900,0.0,0
2000-11-16,93.68496079122083,94.25492337377219,92.89334609323282,92.92501068115234,265600,0.0,0
2000-11-17,92.92505010463171,93.82221380964008,92.03844126674107,92.35508728027344,218300,0.0,0
2000-11-20,91.7323225529472,91.98563928764639,90.8562688454458,90.9301528930664,152700,0.0,0
2000-11-21,91.08849313878183,91.90121781684513,90.34965252236066,91.5845718383789,159800,0.0,0
2000-11-22,90.56073664717503,91.0462604100853,89.33637237548828,89.33637237548828,36300,0.0,0
2000-11-24,90.47632671166618,91.03573470463378,90.39188776933145,90.89852142333984,41300,0.0,0
2000-11-27,92.07008276235037,92.27062518725977,91.4790103520911,91.64788818359375,68100,0.0,0
